[19-03-04 18:04:21]: {LB_time: 4.10651}
[19-03-04 18:09:27]: {"step":61,"step_time": 4.67907,"total_time": 96.9575,"lb_cost": 3.82178,"load_imbalance": 10.1611,"skewness": 1.31022,"loads": [3.3378, 2.95194, 2.96208, 2.98505, 2.93768, 3.15832, 2.92289, 3.023, 3.20661, 3.02746, 2.9615, 3.02126, 2.99047, 3.08969, 3.09515, 3.05405, 2.97553, 2.92517, 3.08036, 2.94567, 3.02542, 2.98528, 2.93334, 3.1221, 3.00518, 3.00194, 2.99504, 3.05177, 3.0181, 2.92881, 3.07391, 3.16495],"tloads":[909564, 857868, 855884, 857888, 855888, 857886, 855847, 857844, 855854, 857899, 855864, 857834, 855826, 855839, 855847, 855869, 855896, 855838, 855844, 855880, 855842, 855803, 855906, 855915, 855840, 855851, 855806, 855846, 855914, 855841, 855847, 853852],"slopes":[904.789, 4.29326, 4.30129, 45.9474, 4.27477, 45.2227, 11.8606, 4.3647, 4.55025, 59.3012, 11.7498, 4.36069, 11.1096, 4.43041, 4.43406, 4.3974, 11.9379, 4.2654, 4.42114, 12.332, 4.36587, 4.3252, 4.27405, 12.5653, 4.34543, 4.34075, 10.7444, 4.39261, 4.359, 4.26915, 4.41383, 4.50536]}
[19-03-04 18:09:32]: {"step":62,"step_time": 4.68252,"total_time": 96.9686,"lb_cost": 3.82178,"load_imbalance": 10.2601,"skewness": 1.32605,"loads": [3.34118, 2.95283, 2.96161, 2.99798, 2.93755, 3.15907, 2.9222, 3.02302, 3.20664, 3.0278, 2.96149, 3.01868, 2.99117, 3.09121, 3.09474, 3.05659, 2.97531, 2.92535, 3.08069, 2.94527, 3.02555, 2.98384, 2.93289, 3.12213, 3.00474, 2.99815, 2.99582, 3.05225, 3.01858, 2.92919, 3.07087, 3.1642],"tloads":[910475, 857879, 855902, 857903, 855902, 857902, 855862, 857857, 855861, 857911, 855875, 857846, 855841, 855859, 855862, 855880, 855901, 855851, 855849, 855887, 855853, 855816, 855916, 855926, 855857, 855860, 855819, 855867, 855924, 855857, 855864, 853869],"slopes":[906.875, 4.29326, 4.30038, 45.9474, 4.27477, 4.49921, 4.2627, 4.3647, 4.55025, 4.36809, 4.30147, 4.35954, 10.9742, 4.43041, 4.43365, 4.39607, 11.9379, 11.4632, 11.7421, 12.332, 4.36587, 4.32554, 4.27464, 12.7392, 11.3454, 11.6801, 10.7444, 10.4759, 4.359, 11.009, 4.41222, 4.50536]}
[19-03-04 18:09:36]: {"step":63,"step_time": 4.68539,"total_time": 96.966,"lb_cost": 3.82178,"load_imbalance": 10.3588,"skewness": 1.34489,"loads": [3.34408, 2.9527, 2.96184, 2.9859, 2.9376, 3.1582, 2.92253, 3.02294, 3.20521, 3.02804, 2.96118, 3.02064, 2.99086, 3.08889, 3.09612, 3.05626, 2.97583, 2.92519, 3.08066, 2.94564, 3.02632, 2.98558, 2.93324, 3.12204, 3.0054, 3.00141, 2.99589, 3.05239, 3.01829, 2.92937, 3.07119, 3.16457],"tloads":[911388, 857890, 855924, 857913, 855919, 857917, 855875, 857872, 855877, 857926, 855884, 857858, 855850, 855874, 855877, 855896, 855913, 855864, 855862, 855900, 855862, 855825, 855927, 855937, 855867, 855877, 855831, 855880, 855937, 855870, 855872, 853880],"slopes":[908.786, 40.2993, 12.146, 4.3265, 12.057, 4.49921, 4.2627, 41.1195, 4.55056, 4.36809, 4.30147, 4.35994, 10.9742, 4.43041, 4.42894, 4.39607, 4.31671, 11.4632, 4.4219, 12.4129, 4.36587, 4.32554, 12.8359, 12.7392, 11.3454, 11.7497, 10.9231, 4.39265, 12.8993, 11.1871, 4.41336, 4.50667]}
[19-03-04 18:09:41]: {"step":64,"step_time": 4.68831,"total_time": 96.9787,"lb_cost": 3.82178,"load_imbalance": 10.4403,"skewness": 1.35096,"loads": [3.34699, 2.95175, 2.9614, 2.9979, 2.93781, 3.15889, 2.92329, 3.02417, 3.20454, 3.02756, 2.96086, 3.01924, 2.99062, 3.09493, 3.09556, 3.05439, 2.97549, 2.92502, 3.08108, 2.94539, 3.02509, 2.98417, 2.93289, 3.1225, 3.00459, 2.99795, 2.99581, 3.05214, 3.02016, 2.92928, 3.0723, 3.16491],"tloads":[912303, 857901, 855935, 857928, 855932, 857930, 855891, 857881, 855893, 857938, 855900, 857877, 855865, 855885, 855883, 855911, 855931, 855882, 855879, 855916, 855871, 855836, 855941, 855946, 855875, 855886, 855847, 855890, 855944, 855888, 855887, 853889],"slopes":[910.539, 40.2993, 12.146, 4.3392, 12.057, 47.3082, 11.8882, 4.36375, 11.9285, 38.4212, 4.30135, 58.5502, 10.9742, 4.43041, 4.43442, 4.39776, 4.31629, 11.4632, 4.42194, 12.4129, 4.36587, 4.32512, 12.8359, 12.7392, 11.3454, 11.7497, 10.9231, 4.39265, 12.8993, 11.249, 4.41336, 4.50507]}
[19-03-04 18:09:46]: {"step":65,"step_time": 4.69154,"total_time": 96.9749,"lb_cost": 3.82178,"load_imbalance": 10.5524,"skewness": 1.37717,"loads": [3.35025, 2.95181, 2.96209, 2.98565, 2.93738, 3.15776, 2.92265, 3.02415, 3.20522, 3.02714, 2.96141, 3.02072, 2.99089, 3.0899, 3.09438, 3.05656, 2.97583, 2.92468, 3.08142, 2.94628, 3.02555, 2.98745, 2.93359, 3.1227, 3.00557, 3.00053, 2.99612, 3.05193, 3.01821, 2.92929, 3.07325, 3.16454],"tloads":[913208, 857913, 855954, 857940, 855951, 857946, 855908, 857887, 855908, 857949, 855914, 857885, 855872, 855894, 855896, 855921, 855942, 855899, 855887, 855933, 855885, 855852, 855955, 855970, 855894, 855894, 855856, 855905, 855957, 855904, 855904, 853904],"slopes":[912.135, 40.2993, 12.146, 4.3392, 4.27552, 4.49866, 11.8882, 4.36533, 11.9285, 38.4212, 4.30135, 4.35943, 4.33447, 11.4765, 4.43596, 12.0177, 12.4405, 4.26675, 4.42194, 12.4129, 11.8523, 4.329, 12.8359, 12.7392, 11.3454, 11.7278, 10.6281, 11.4908, 12.8993, 4.27228, 4.41238, -17.7719]}
[19-03-04 18:09:51]: {"step":66,"step_time": 4.69505,"total_time": 96.9866,"lb_cost": 3.82178,"load_imbalance": 10.6529,"skewness": 1.39758,"loads": [3.35371, 2.95246, 2.96109, 2.99768, 2.93742, 3.15825, 2.92291, 3.02301, 3.20441, 3.02795, 2.96176, 3.01899, 2.99103, 3.09176, 3.09526, 3.05678, 2.97616, 2.92563, 3.08079, 2.94567, 3.02552, 2.98443, 2.93328, 3.1221, 3.00463, 2.99939, 2.99619, 3.05183, 3.01866, 2.93017, 3.07248, 3.16525],"tloads":[914097, 857932, 855968, 857956, 855968, 857972, 855925, 857898, 855916, 857959, 855927, 857901, 855883, 855910, 855916, 855939, 855956, 855909, 855899, 855953, 855899, 855870, 855972, 855980, 855912, 855906, 855867, 855920, 855969, 855916, 855915, 853918],"slopes":[913.567, 40.2993, 11.8399, 4.3392, 4.27512, 69.2369, 11.8882, 48.0931, 11.9285, 38.4212, 4.30164, 4.35994, 4.33447, 11.3183, 4.43596, 12.0177, 12.4405, 4.26673, 4.42259, 4.2881, 11.8523, 11.0893, 12.7236, 12.7392, 4.34521, 11.7278, 10.6281, 11.3009, 12.6827, 4.27228, 11.1417, -17.7719]}
[19-03-04 18:09:56]: {"step":67,"step_time": 4.69789,"total_time": 96.984,"lb_cost": 3.82178,"load_imbalance": 10.747,"skewness": 1.41429,"loads": [3.35646, 2.95232, 2.96181, 2.98641, 2.93769, 3.15851, 2.92314, 3.02482, 3.20724, 3.0273, 2.96109, 3.02108, 2.99115, 3.0896, 3.09543, 3.05458, 2.9762, 2.92514, 3.08136, 2.94617, 3.02552, 2.98516, 2.93369, 3.12292, 3.00485, 2.99984, 2.99663, 3.05251, 3.01888, 2.92919, 3.07271, 3.16455],"tloads":[915009, 857940, 855978, 857970, 855980, 857991, 855940, 857910, 855940, 857973, 855939, 857915, 855898, 855922, 855929, 855949, 855972, 855925, 855915, 855972, 855912, 855875, 855988, 855992, 855927, 855913, 855877, 855940, 855980, 855933, 855936, 853931],"slopes":[914.878, 4.29402, 4.3018, 44.9436, 12.229, 4.49885, 4.26342, 37.2479, 11.8278, 38.4212, 4.30164, 4.35994, 11.1096, 11.3183, 4.43596, 4.3978, 12.5439, 4.26673, 4.42259, 4.28685, 11.8523, 11.0893, 12.7236, 4.46274, 11.4367, 4.33914, 11.0148, 11.8903, 4.35967, 4.27042, 4.40526, -17.7719]}
[19-03-04 18:10:01]: {"step":68,"step_time": 4.70081,"total_time": 96.9865,"lb_cost": 3.82178,"load_imbalance": 10.8454,"skewness": 1.42388,"loads": [3.35953, 2.95184, 2.96071, 2.98518, 2.93435, 3.1583, 2.92338, 3.02481, 3.20651, 3.02742, 2.96147, 3.01946, 2.99084, 3.09067, 3.0991, 3.05645, 2.97591, 2.92585, 3.08114, 2.94607, 3.02618, 2.9884, 2.93427, 3.12245, 3.00467, 2.99838, 2.9959, 3.05256, 3.01896, 2.92944, 3.07126, 3.16499],"tloads":[915920, 857950, 855988, 857991, 855995, 858002, 855951, 857922, 855948, 857986, 855953, 857928, 855910, 855929, 855944, 855956, 855982, 855938, 855929, 855981, 855923, 855881, 856001, 856007, 855939, 855926, 855885, 855955, 855990, 855952, 855946, 853944],"slopes":[916.077, 4.29402, 4.30305, 44.9436, 12.0934, 4.49885, 4.26342, 37.2479, 11.8278, 4.36809, 4.30147, 4.35994, 10.9742, 4.43087, 4.43596, 4.3978, 12.5439, 11.4632, 11.7421, 12.332, 11.8523, 10.9998, 12.7236, 12.7392, 11.3454, 4.33914, 10.7444, 11.8903, 4.35926, 4.27042, 4.40526, 4.50509]}
[19-03-04 18:10:06]: {"step":69,"step_time": 4.70428,"total_time": 97.0103,"lb_cost": 3.82178,"load_imbalance": 10.9363,"skewness": 1.44139,"loads": [3.36312, 2.95183, 2.96165, 2.99732, 2.93477, 3.15888, 2.92352, 3.02425, 3.20457, 3.02802, 2.96172, 3.02115, 2.99112, 3.08967, 3.0986, 3.0565, 2.97663, 2.9265, 3.0811, 2.94604, 3.02643, 2.9888, 2.93448, 3.12347, 3.00525, 2.99913, 2.99652, 3.05215, 3.01873, 2.92949, 3.07357, 3.16537],"tloads":[916795, 857964, 855998, 858004, 856012, 858011, 855973, 857941, 855964, 857998, 855967, 857940, 855923, 855940, 855959, 855964, 855997, 855948, 855943, 855995, 855934, 855892, 856010, 856018, 855960, 855945, 855895, 855965, 856006, 855965, 855959, 853957],"slopes":[917.132, 37.3104, 4.30305, 39.8208, 12.229, 4.49949, 4.26342, 37.2479, 12.0219, 40.6041, 4.30147, 4.35989, 10.9742, 4.43011, 11.9432, 4.3978, 4.31632, 11.6528, 4.42229, 12.332, 11.8523, 10.9998, 12.7236, 12.7392, 11.3454, 4.33914, 10.7444, 11.8903, 4.35926, 4.27058, 4.40526, -26.244]}
[19-03-04 18:10:11]: {"step":70,"step_time": 4.70784,"total_time": 96.9985,"lb_cost": 3.82178,"load_imbalance": 11.0615,"skewness": 1.45477,"loads": [3.3665, 2.95255, 2.96105, 2.98547, 2.93446, 3.15927, 2.92288, 3.02504, 3.20676, 3.02804, 2.96136, 3.01967, 2.99119, 3.09156, 3.09906, 3.05655, 2.97588, 2.92543, 3.08069, 2.94643, 3.02506, 2.98557, 2.93315, 3.12306, 3.00464, 2.99865, 2.99651, 3.05189, 3.0214, 2.92968, 3.07347, 3.1656],"tloads":[917724, 857979, 856016, 858016, 856029, 858017, 855984, 857957, 855982, 858013, 855987, 857956, 855936, 855949, 855984, 855979, 856012, 855961, 855959, 856017, 855946, 855900, 856028, 856027, 855971, 855962, 855911, 855977, 856020, 855976, 855971, 853971],"slopes":[918.115, 4.29157, 4.3054, 4.32678, 12.229, 4.49949, 4.26367, 92.8102, 12.0219, 92.1163, 11.9591, 33.5173, 10.9742, 4.43092, 11.9432, 4.3978, 4.31632, 11.6528, 4.42229, 4.28688, 4.36511, 10.9998, 12.6431, 12.7392, 11.3454, 11.8052, 4.33728, 4.38992, 12.8767, 4.27058, 11.6212, -66.2704]}
[19-03-04 18:10:15]: {"step":71,"step_time": 4.71019,"total_time": 96.9977,"lb_cost": 3.82178,"load_imbalance": 11.1455,"skewness": 1.47654,"loads": [3.36902, 2.95445, 2.96155, 2.98556, 2.93461, 3.15871, 2.92251, 3.02347, 3.20455, 3.02809, 2.96141, 3.02111, 2.99284, 3.08979, 3.09994, 3.05757, 2.97613, 2.92575, 3.08139, 2.94602, 3.01925, 2.98479, 2.93296, 3.12239, 3.00518, 3.00063, 2.99639, 3.05255, 3.01907, 2.9301, 3.07385, 3.16607],"tloads":[918585, 857989, 856032, 858034, 856044, 858034, 855999, 857966, 855991, 858027, 856008, 857967, 855951, 855968, 855998, 855989, 856020, 855975, 855970, 856029, 855956, 855914, 856040, 856039, 855991, 855981, 855924, 855991, 856035, 855993, 855985, 853984],"slopes":[918.96, 4.29294, 4.3054, 4.32678, 12.1929, 4.49949, 4.2645, 41.9872, 4.5475, 4.36861, 11.9591, 33.5173, 4.33163, 4.43092, 4.43421, 12.0716, 12.3537, 11.5671, 4.42231, 4.28688, 4.36676, 11.0113, 4.27451, 4.46263, 11.3454, 11.8052, 10.9795, 4.38992, 12.8767, 4.27058, 11.6212, -66.2704]}
[19-03-04 18:10:20]: {"step":72,"step_time": 4.71413,"total_time": 97.0017,"lb_cost": 3.82178,"load_imbalance": 11.263,"skewness": 1.49938,"loads": [3.37272, 2.95298, 2.96145, 2.98563, 2.93434, 3.15917, 2.92401, 3.02522, 3.2065, 3.0282, 2.96119, 3.01939, 2.99119, 3.09426, 3.09865, 3.05503, 2.97591, 2.92649, 3.08068, 2.94592, 3.01945, 2.98584, 2.93308, 3.12299, 3.00589, 2.99889, 2.99681, 3.05219, 3.01877, 2.93004, 3.07387, 3.16498],"tloads":[919503, 858009, 856042, 858052, 856052, 858042, 856015, 857985, 856002, 858041, 856019, 857978, 855966, 855979, 856010, 856002, 856035, 855986, 855980, 856041, 855969, 855924, 856060, 856050, 856006, 855990, 855935, 856009, 856051, 856008, 855995, 853993],"slopes":[919.737, 4.29294, 4.3018, 44.9436, 12.1929, 4.49949, 4.26351, 4.363, 4.5475, 4.36861, 4.30166, 33.5173, 4.33167, 4.43092, 11.8834, 4.3978, 12.3537, 4.26662, 4.42231, 4.28688, 4.36676, 4.32961, 12.7236, 4.46333, 4.34587, 4.33857, 10.5968, 4.38992, 12.8767, 11.0294, 4.41383, 4.50569]}
[19-03-04 18:10:26]: {"step":73,"step_time": 4.71602,"total_time": 97.0166,"lb_cost": 3.82178,"load_imbalance": 11.3115,"skewness": 1.51035,"loads": [3.37471, 2.95391, 2.96162, 2.99779, 2.93476, 3.15925, 2.92345, 3.02458, 3.20717, 3.02793, 2.96111, 3.021, 2.9911, 3.08944, 3.09964, 3.05676, 2.97604, 2.92632, 3.08099, 2.94576, 3.01957, 2.98719, 2.93316, 3.12263, 3.00516, 2.99896, 2.9964, 3.05265, 3.01868, 2.92955, 3.07404, 3.16527],"tloads":[920395, 858020, 856057, 858069, 856066, 858050, 856023, 858001, 856017, 858058, 856031, 857992, 855975, 855995, 856026, 856019, 856053, 856007, 855996, 856053, 855986, 855938, 856069, 856062, 856023, 855997, 855951, 856027, 856065, 856022, 856016, 854011],"slopes":[920.426, 4.29294, 4.3018, 44.9436, 12.229, 34.3659, 11.9838, 34.6429, 12.0043, 35.8761, 11.9386, 33.5173, 4.33246, 4.43092, 4.43678, 4.3978, 4.31739, 4.26662, 4.42231, 4.28744, 4.36676, 4.32961, 12.7236, 4.46333, 4.34587, 4.33857, 10.5968, 12.0195, 12.9213, 11.0294, 11.8513, 4.50707]}
[19-03-04 18:10:30]: {"step":74,"step_time": 4.71938,"total_time": 97.0058,"lb_cost": 3.82178,"load_imbalance": 11.4284,"skewness": 1.52764,"loads": [3.37787, 2.95337, 2.96166, 2.98542, 2.93508, 3.15894, 2.92241, 3.02336, 3.20701, 3.02816, 2.96129, 3.01945, 2.9911, 3.09205, 3.0991, 3.05712, 2.97655, 2.92552, 3.08078, 2.94612, 3.02032, 2.98598, 2.93347, 3.12221, 3.00496, 2.99983, 2.99629, 3.05288, 3.01888, 2.92966, 3.07398, 3.16496],"tloads":[921251, 858035, 856072, 858084, 856080, 858061, 856040, 858012, 856038, 858074, 856049, 858001, 855985, 856004, 856042, 856030, 856060, 856018, 856009, 856064, 855998, 855947, 856085, 856076, 856039, 856011, 855969, 856042, 856077, 856032, 856037, 854022],"slopes":[920.999, 4.29348, 12.3697, 40.5854, 4.279, 4.49969, 11.9838, 34.6429, 12.0043, 35.8761, 11.8737, 35.1828, 4.33185, 4.43184, 12.0168, 4.3978, 4.31739, 4.26581, 4.42231, 4.28513, 4.36676, 4.32893, 4.2745, 4.46333, 4.34587, 4.33857, 10.5968, 12.0195, 12.9038, 11.5623, 4.41383, 4.50707]}
[19-03-04 18:10:35]: {"step":75,"step_time": 4.72207,"total_time": 97.0148,"lb_cost": 3.82178,"load_imbalance": 11.5126,"skewness": 1.54426,"loads": [3.38074, 2.95288, 2.96265, 2.98656, 2.93543, 3.15909, 2.92263, 3.02499, 3.20731, 3.02845, 2.96134, 3.02108, 2.99151, 3.08914, 3.0995, 3.05503, 2.976, 2.92533, 3.08122, 2.94493, 3.02026, 2.9874, 2.93344, 3.12265, 3.00602, 3.00166, 2.99676, 3.05263, 3.01885, 2.92987, 3.07413, 3.16537],"tloads":[922144, 858047, 856085, 858099, 856096, 858074, 856051, 858027, 856049, 858084, 856060, 858011, 855997, 856017, 856056, 856046, 856076, 856026, 856024, 856075, 856014, 855966, 856106, 856092, 856053, 856021, 855985, 856065, 856096, 856042, 856052, 854029],"slopes":[921.501, 35.3687, 12.3697, 40.5854, 4.279, 4.49969, 11.9838, 31.9464, 12.0043, 4.36954, 11.9803, 35.1828, 4.33223, 4.43184, 12.0168, 12.1703, 4.31739, 4.26776, 4.4219, 4.28721, 4.36749, 4.32546, 4.27395, 4.46361, 4.34587, 11.9541, 11.1955, 12.0946, 12.9038, 11.5623, 4.41383, 4.50707]}
[19-03-04 18:10:40]: {"step":76,"step_time": 4.72451,"total_time": 97.0158,"lb_cost": 3.82178,"load_imbalance": 11.5945,"skewness": 1.56118,"loads": [3.38326, 2.95261, 2.96277, 2.98602, 2.93547, 3.15855, 2.92375, 3.02482, 3.20923, 3.02899, 2.96148, 3.01909, 2.99134, 3.09022, 3.09855, 3.05695, 2.97657, 2.92631, 3.0818, 2.94427, 3.01995, 2.98658, 2.93337, 3.12322, 3.00534, 2.99874, 2.99683, 3.05302, 3.01937, 2.92957, 3.07264, 3.16508],"tloads":[922980, 858058, 856097, 858123, 856105, 858089, 856060, 858034, 856065, 858092, 856073, 858023, 856011, 856033, 856069, 856055, 856092, 856044, 856036, 856090, 856031, 855979, 856119, 856113, 856063, 856032, 856000, 856072, 856108, 856054, 856064, 854043],"slopes":[921.885, 38.7433, 12.0743, 4.3392, 4.279, 4.49969, 11.8882, 31.9464, 4.54786, 4.36954, 11.9803, 35.1828, 4.33223, 4.43184, 11.9838, 12.1904, 12.3995, 4.26776, 4.4219, 4.28659, 4.36749, 4.32546, 4.27451, 4.46324, 11.6895, 11.9541, 11.1955, 12.0946, 4.36137, 4.26998, 4.41383, 4.50707]}
[19-03-04 18:10:45]: {"step":77,"step_time": 4.72779,"total_time": 97.0347,"lb_cost": 3.82178,"load_imbalance": 11.6775,"skewness": 1.57582,"loads": [3.38644, 2.95365, 2.96221, 2.99899, 2.93489, 3.15808, 2.92247, 3.02364, 3.20518, 3.02808, 2.96198, 3.0213, 2.99353, 3.09175, 3.10054, 3.05519, 2.97675, 2.927, 3.08211, 2.94504, 3.02099, 2.98511, 2.93283, 3.1228, 3.00617, 2.99985, 2.99735, 3.05281, 3.0196, 2.93013, 3.0716, 3.16667],"tloads":[923835, 858071, 856113, 858147, 856120, 858108, 856071, 858049, 856071, 858100, 856088, 858042, 856030, 856046, 856097, 856069, 856099, 856062, 856047, 856100, 856045, 855996, 856135, 856123, 856080, 856045, 856015, 856083, 856126, 856067, 856077, 854057],"slopes":[922.179, 38.7433, 12.0743, 4.3392, 4.279, 65.0474, 11.8882, 4.36601, 4.54786, 4.36954, 11.9803, 38.4588, 11.4133, 4.43184, 11.9838, 12.1904, 4.31904, 4.26545, 4.4219, 4.28659, 11.852, 4.32546, 4.27445, 13.0117, 4.34539, 11.26, 10.6281, 12.0946, 4.36137, 4.26998, 11.5748, -23.8422]}
[19-03-04 18:10:50]: {"step":78,"step_time": 4.73085,"total_time": 97.0208,"lb_cost": 3.82178,"load_imbalance": 11.7873,"skewness": 1.59234,"loads": [3.38928, 2.95309, 2.96272, 2.98544, 2.93538, 3.1597, 2.92184, 3.02405, 3.2048, 3.02834, 2.96205, 3.01993, 2.99317, 3.08994, 3.10082, 3.05694, 2.97609, 2.92684, 3.08185, 2.94459, 3.0199, 2.98652, 2.93351, 3.12272, 3.00566, 2.99871, 2.99634, 3.05285, 3.01819, 2.92964, 3.07423, 3.16567],"tloads":[924701, 858092, 856129, 858162, 856135, 858120, 856083, 858060, 856082, 858110, 856095, 858054, 856042, 856059, 856109, 856086, 856110, 856076, 856060, 856113, 856059, 856008, 856149, 856140, 856094, 856058, 856030, 856091, 856135, 856086, 856091, 854074],"slopes":[922.401, 4.29294, 4.30139, 4.3392, 12.558, 33.8491, 4.2645, 38.7011, 4.54786, 4.36954, 4.3024, 38.4588, 11.4133, 4.43079, 11.9838, 12.1904, 4.31904, 4.26545, 4.4219, 4.28659, 11.852, 11.0255, 4.27445, 13.0117, 4.34539, 4.33903, 11.0336, 12.0946, 12.8989, 4.26998, 4.41523, -20.5954]}
[19-03-04 18:10:55]: {"step":79,"step_time": 4.73377,"total_time": 97.0318,"lb_cost": 3.82178,"load_imbalance": 11.8763,"skewness": 1.60171,"loads": [3.39236, 2.95234, 2.96284, 2.98701, 2.93516, 3.15844, 2.92202, 3.02473, 3.20509, 3.02858, 2.96174, 3.02151, 2.99245, 3.0946, 3.10024, 3.05772, 2.97679, 2.92571, 3.0815, 2.9448, 3.01997, 2.98493, 2.93325, 3.12325, 3.00595, 3.00081, 2.99707, 3.05336, 3.02007, 2.9303, 3.0723, 3.16491],"tloads":[925578, 858105, 856149, 858178, 856142, 858134, 856098, 858081, 856097, 858124, 856112, 858064, 856054, 856075, 856124, 856101, 856122, 856093, 856074, 856125, 856078, 856021, 856158, 856150, 856106, 856069, 856044, 856106, 856146, 856102, 856103, 854080],"slopes":[922.567, 4.29294, 4.30139, 4.32654, 4.279, 4.49993, 11.9838, 4.36625, 4.54786, 4.36954, 4.3024, 35.1828, 4.33241, 4.43079, 11.9838, 12.1904, 4.31904, 4.26581, 12.008, 4.28644, 4.36753, 4.32646, 4.27445, 13.0117, 11.2663, 4.33903, 11.0336, 4.395, 12.8989, 11.5623, 4.41523, -14.5092]}
[19-03-04 18:11:00]: {"step":80,"step_time": 4.73699,"total_time": 97.0307,"lb_cost": 3.82178,"load_imbalance": 11.9861,"skewness": 1.63224,"loads": [3.39565, 2.95306, 2.96248, 2.98529, 2.93505, 3.15951, 2.92259, 3.02529, 3.20523, 3.0291, 2.96177, 3.01953, 2.99155, 3.09176, 3.09908, 3.05529, 2.97608, 2.92641, 3.0811, 2.94502, 3.02542, 2.98629, 2.93388, 3.12309, 3.00541, 2.99901, 2.99692, 3.05223, 3.01957, 2.93049, 3.07231, 3.16523],"tloads":[926440, 858118, 856166, 858189, 856158, 858143, 856104, 858097, 856105, 858142, 856125, 858076, 856069, 856085, 856138, 856113, 856135, 856102, 856089, 856143, 856100, 856032, 856171, 856164, 856122, 856076, 856059, 856121, 856164, 856110, 856112, 854093],"slopes":[922.669, 4.29294, 4.30261, 4.32654, 4.279, 4.49993, 11.9418, 4.36625, 11.9892, 31.803, 4.30277, 34.6064, 11.6539, 4.43079, 11.9838, 12.1904, 12.7305, 4.26689, 12.008, 4.28868, 4.36753, 4.33002, 4.27435, 4.46385, 11.2663, 11.8774, 11.0754, 4.39292, 12.8989, 11.5623, 4.41523, -14.5092]}
[19-03-04 18:11:05]: {"step":81,"step_time": 4.7394,"total_time": 97.0438,"lb_cost": 3.82178,"load_imbalance": 12.054,"skewness": 1.6439,"loads": [3.39817, 2.95408, 2.96238, 2.99879, 2.9351, 3.15912, 2.92271, 3.02397, 3.2056, 3.02888, 2.96067, 3.02211, 2.99188, 3.08909, 3.09956, 3.05494, 2.97706, 2.92569, 3.08183, 2.94445, 3.02005, 2.98555, 2.93425, 3.12353, 3.00555, 2.99888, 2.9966, 3.05278, 3.01948, 2.92996, 3.07573, 3.16541],"tloads":[927295, 858127, 856177, 858196, 856173, 858153, 856119, 858112, 856120, 858156, 856138, 858086, 856082, 856098, 856155, 856123, 856152, 856118, 856097, 856156, 856110, 856047, 856184, 856181, 856134, 856085, 856074, 856130, 856176, 856120, 856129, 854111],"slopes":[922.708, 4.29294, 4.30261, 4.32654, 4.279, 31.0806, 11.9418, 4.36625, 11.9892, 31.803, 4.30277, 34.6064, 11.6539, 11.9206, 4.43995, 4.39633, 12.5439, 4.26689, 4.42233, 4.28602, 4.36171, 11.0615, 4.27435, 4.46385, 4.34559, 4.33914, 11.1254, 4.39306, 4.36027, 11.5623, 4.41523, 4.50644]}
[19-03-04 18:11:10]: {"step":82,"step_time": 4.74262,"total_time": 97.0601,"lb_cost": 3.82178,"load_imbalance": 12.1397,"skewness": 1.63568,"loads": [3.40134, 2.95375, 2.96178, 2.98636, 2.93559, 3.1585, 2.92154, 3.02551, 3.20754, 3.02815, 2.96151, 3.01948, 2.99192, 3.09613, 3.09996, 3.05482, 2.97661, 2.9258, 3.08227, 2.94503, 3.04273, 2.98617, 2.93317, 3.12276, 3.00527, 2.99916, 2.99673, 3.05268, 3.01953, 2.93004, 3.07282, 3.16541],"tloads":[928113, 858149, 856196, 858207, 856183, 858164, 856134, 858120, 856137, 858172, 856151, 858098, 856098, 856116, 856164, 856140, 856168, 856130, 856115, 856170, 856130, 856065, 856197, 856186, 856147, 856094, 856088, 856148, 856193, 856133, 856147, 854126],"slopes":[922.657, 4.29388, 12.4953, 4.32667, 4.27595, 41.6002, 11.896, 4.36537, 11.9892, 39.1217, 4.30277, 34.6064, 11.6539, 11.8465, 4.43995, 4.39633, 4.31704, 4.26689, 4.42233, 4.28602, 4.36171, 4.32646, 4.27395, 13.0569, 4.34661, 4.33914, 11.1254, 4.39306, 4.35939, 4.26929, 4.41523, 4.50644]}
[19-03-04 18:11:15]: {"step":83,"step_time": 4.74532,"total_time": 97.0685,"lb_cost": 3.82178,"load_imbalance": 12.2189,"skewness": 1.6678,"loads": [3.40404, 2.95305, 2.96288, 2.99872, 2.93513, 3.15919, 2.923, 3.02467, 3.20499, 3.0282, 2.96165, 3.02149, 2.99206, 3.09129, 3.10004, 3.05554, 2.97718, 2.92637, 3.08199, 2.94489, 3.033, 2.98543, 2.93358, 3.1223, 3.00554, 3.00114, 2.99742, 3.05303, 3.01971, 2.93036, 3.07367, 3.16698],"tloads":[928926, 858163, 856212, 858223, 856199, 858179, 856150, 858133, 856152, 858194, 856167, 858109, 856113, 856128, 856172, 856152, 856184, 856148, 856128, 856182, 856148, 856075, 856212, 856193, 856159, 856104, 856105, 856162, 856205, 856149, 856161, 854139],"slopes":[922.522, 4.29474, 4.30339, 4.32667, 4.27595, 41.6002, 11.896, 4.36537, 12.1222, 31.803, 12.2985, 4.36062, 11.6539, 11.8465, 11.9624, 4.39633, 12.682, 12.0524, 4.42233, 4.28602, 4.36171, 11.1501, 4.27395, 13.0569, 4.34718, 11.9669, 11.2681, 4.39346, 4.36054, 4.27101, 4.41484, 4.50644]}
